perfume_name,brand_value,main_accord1,main_accord2,main_accord3,season,longevity,rating,voters_num,main_accord1_ratio,main_accord2_ratio,main_accord3_ratio
A Une Madone,popular,WOODSANDMOSSES,SPICES,SPICES,winter,long_lasting,3.54,28,0.39,0.31,0.29
Anti-Blues,popular,SPICES,SPICES,WOODSANDMOSSES,fall,moderate,3.93,59,0.39,0.31,0.3
Arabian Horse 3.1,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,MUSKAMBERANIMALICSMELLS,fall,eternal,4.03,94,0.39,0.32,0.3
Coze 02,popular,SPICES,WOODSANDMOSSES,WOODSANDMOSSES,fall,long_lasting,3.95,702,0.41,0.35,0.24
Cuir Venenum 03,popular,MUSKAMBERANIMALICSMELLS,SWEETSANDGOURMANDSMELLS,MUSKAMBERANIMALICSMELLS,fall,long_lasting,3.81,547,0.37,0.33,0.3
DjHenne 22,popular,SPICES,SPICES,FLOWERS,fall,long_lasting,3.91,269,0.34,0.33,0.33
Hapyang 15.1,popular,WOODSANDMOSSES,WHITEFLOWERS,FLOWERS,spring,moderate,4.09,45,0.39,0.31,0.3
Hyperessence Matale 12,popular,CITRUSSMELLS,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.74,171,0.4,0.32,0.28
Isparta 26,popular,MUSKAMBERANIMALICSMELLS,FLOWERS,WOODSANDMOSSES,fall,long_lasting,3.98,346,0.39,0.31,0.3
Jasmagonda 23.1,popular,FLOWERS,WOODSANDMOSSES,SPICES,spring,weak,4.06,31,0.35,0.33,0.32
Komorebi 9.1,popular,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,summer,moderate,4.05,112,0.36,0.32,0.31
L'Eau Rare Matale 06,popular,SPICES,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,summer,moderate,3.79,105,0.39,0.32,0.29
Un Crime Exotique 12.1,popular,SPICES,SPICES,SWEETSANDGOURMANDSMELLS,winter,long_lasting,3.91,273,0.39,0.36,0.25
Yuzu Ab Irato 09,popular,GREENSHERBSANDFOUGERES,SPICES,GREENSHERBSANDFOUGERES,summer,weak,3.67,174,0.34,0.34,0.32
Bois Blond,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,WHITEFLOWERS,fall,long_lasting,4.01,180,0.47,0.27,0.26
Private Collection Psychotrope,popular,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.43,105,0.37,0.34,0.29
Private Collection Querelle,popular,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,3.92,110,0.39,0.31,0.3
Helioflora,popular,FRUITSVEGETABLESANDNUTS,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,summer,long_lasting,4.06,82,0.35,0.33,0.32
Sunsuality,popular,CITRUSSMELLS,SPICES,WOODSANDMOSSES,summer,moderate,3.94,83,0.44,0.28,0.28
Asteria,popular,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,SPICES,fall,moderate,4.09,181,0.35,0.35,0.29
Bleu Royal,popular,WOODSANDMOSSES,WHITEFLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,long_lasting,3.99,115,0.36,0.34,0.3
Courtisane,popular,CITRUSSMELLS,WOODSANDMOSSES,WOODSANDMOSSES,fall,weak,1,1,0.4,0.3,0.3
L'Or de Bourbon,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,SWEETSANDGOURMANDSMELLS,winter,long_lasting,3.92,24,0.38,0.38,0.24
Marina Blue,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.93,117,0.34,0.34,0.32
Marina De Bourbon,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,SPICES,winter,moderate,3.71,2246,0.45,0.33,0.21
Mon Bouquet,popular,WHITEFLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,summer,moderate,3.66,272,0.39,0.31,0.31
Notre Dame,popular,FLOWERS,WOODSANDMOSSES,CITRUSSMELLS,winter,very_weak,2.5,2,0.35,0.34,0.31
Nuit Des Bourbon,popular,WHITEFLOWERS,MUSKAMBERANIMALICSMELLS,FRUITSVEGETABLESANDNUTS,winter,moderate,3.66,164,0.36,0.36,0.28
Pink Princesse,popular,FRUITSVEGETABLESANDNUTS,FLOWERS,FLOWERS,spring,moderate,3.82,94,0.37,0.33,0.3
Prince Blanc,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,summer,moderate,3.98,52,0.4,0.3,0.3
Prince Noir,popular,GREENSHERBSANDFOUGERES,SPICES,SPICES,fall,moderate,3.78,32,0.35,0.34,0.3
Reverence,popular,FRUITSVEGETABLESANDNUTS,WHITEFLOWERS,CITRUSSMELLS,spring,moderate,3.83,329,0.42,0.3,0.29
Rose Bourbon,popular,FRUITSVEGETABLESANDNUTS,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.89,118,0.43,0.3,0.27
Rouge Royal,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,spring,moderate,3.77,774,0.44,0.34,0.22
Rouge Royal Elite,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,fall,moderate,4.1,71,0.44,0.34,0.22
Shozan Black,popular,FLOWERS,WOODSANDMOSSES,SPICES,fall,very_weak,4.42,12,0.37,0.34,0.29
Shozan White,popular,GREENSHERBSANDFOUGERES,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,spring,weak,4.67,9,0.4,0.34,0.26
Tendre Reverence,popular,FLOWERS,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.65,103,0.37,0.34,0.3
Dynastie Eau de Parfum,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,CITRUSSMELLS,fall,long_lasting,3.9,182,0.35,0.33,0.32
Dynastie Mademoiselle,popular,FLOWERS,FRUITSVEGETABLESANDNUTS,WHITEFLOWERS,spring,moderate,3.64,152,0.38,0.33,0.3
Dynastie Vamp,popular,CITRUSSMELLS,WHITEFLOWERS,WOODSANDMOSSES,summer,moderate,3.54,79,0.46,0.28,0.26
Golden Dynastie,popular,GREENSHERBSANDFOUGERES,FLOWERS,FLOWERS,spring,moderate,3.91,163,0.37,0.33,0.3
My Dynastie Princess,popular,WHITEFLOWERS,WOODSANDMOSSES,CITRUSSMELLS,spring,moderate,3.57,14,0.42,0.32,0.26
Le Prince Charmant,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,4.2,44,0.35,0.33,0.32
Le Prince Galant,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,CITRUSSMELLS,spring,moderate,3.75,12,0.38,0.34,0.29
Le Prince In Fire,popular,MUSKAMBERANIMALICSMELLS,RESINSANDBALSAMS,WOODSANDMOSSES,winter,moderate,3.57,14,0.36,0.33,0.31
Monsieur Le Prince Elegant,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,summer,moderate,4.11,36,0.37,0.32,0.31
Monsieur Le Prince Intense,popular,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,SWEETSANDGOURMANDSMELLS,spring,moderate,4.41,101,0.41,0.3,0.29
Eau de Lys,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,CITRUSSMELLS,summer,moderate,3.83,331,0.34,0.34,0.32
Fleur de Lys,popular,CITRUSSMELLS,WHITEFLOWERS,WOODSANDMOSSES,summer,moderate,3.78,204,0.36,0.33,0.3
Paradise Lys,popular,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,summer,very_weak,3.78,148,0.38,0.37,0.25
Sunshine Lys,popular,FLOWERS,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,summer,weak,3.49,49,0.34,0.33,0.33
Cristal d'Or,popular,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,fall,moderate,4.44,9,0.44,0.29,0.27
Cristal Royal,popular,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,spring,moderate,3.84,129,0.41,0.3,0.29
Cristal Royal Passion,popular,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,fall,moderate,3.94,79,0.45,0.28,0.27
Cristal Royal Rose,popular,FLOWERS,FLOWERS,FRUITSVEGETABLESANDNUTS,spring,moderate,3.63,118,0.38,0.33,0.29
L'Or de Marina,popular,WHITEFLOWERS,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,4.37,27,0.48,0.26,0.26
Royal Marina Diamond,popular,SPICES,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,moderate,4.16,423,0.43,0.29,0.27
Royal Marina Intense,popular,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,winter,long_lasting,4.02,66,0.43,0.29,0.28
Royal Marina Rubis,popular,FLOWERS,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,3.58,86,0.36,0.33,0.31
Royal Marina Turquoise,popular,FRUITSVEGETABLESANDNUTS,GREENSHERBSANDFOUGERES,WHITEFLOWERS,spring,moderate,3.81,83,0.37,0.33,0.31
Symbol For A Lady,popular,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,spring,moderate,4.17,18,0.36,0.34,0.3
Symbol Royal,popular,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,MUSKAMBERANIMALICSMELLS,fall,moderate,3.94,32,0.39,0.31,0.3
2 Rance,popular,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,spring,moderate,3.82,44,0.4,0.34,0.26
D'Erje,popular,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,summer,moderate,3.88,145,0.39,0.32,0.3
Desiree,popular,CITRUSSMELLS,FLOWERS,GREENSHERBSANDFOUGERES,summer,long_lasting,3.89,19,0.42,0.32,0.26
Eleonore,popular,MUSKAMBERANIMALICSMELLS,SPICES,WOODSANDMOSSES,fall,eternal,3.85,60,0.4,0.32,0.28
Elise,popular,CITRUSSMELLS,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,spring,eternal,3.7,217,0.37,0.34,0.28
Eugenie,popular,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,CITRUSSMELLS,spring,moderate,3.84,363,0.4,0.31,0.29
Helene,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,SPICES,spring,moderate,4.02,276,0.35,0.33,0.32
Hortense,popular,SPICES,WOODSANDMOSSES,SPICES,spring,moderate,4.15,160,0.42,0.3,0.28
Josephine,popular,FLOWERS,FLOWERS,SPICES,spring,moderate,3.88,582,0.41,0.29,0.29
Laetitia Millesime,popular,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,SPICES,winter,long_lasting,4.17,424,0.38,0.32,0.3
Pauline,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,WOODSANDMOSSES,spring,long_lasting,4.03,207,0.38,0.35,0.27
Rance Donna,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,CITRUSSMELLS,fall,long_lasting,4,90,0.38,0.32,0.3
Francois Charles,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,fall,moderate,3.99,146,0.34,0.34,0.32
Heroique,popular,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,spring,moderate,4.09,93,0.39,0.36,0.25
L'Aigle de la Victoire,popular,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,eternal,4.01,118,0.38,0.36,0.26
Le Roi Empereur,popular,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,spring,moderate,3.97,111,0.37,0.34,0.3
Le Vainqueur,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,4.05,212,0.34,0.34,0.32
Triomphe Millesime,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,spring,long_lasting,4.05,134,0.37,0.32,0.31
Avant le Jour,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,MUSKAMBERANIMALICSMELLS,fall,long_lasting,4.09,99,0.36,0.32,0.32
Jasmin du Malabar,popular,WHITEFLOWERS,CITRUSSMELLS,SWEETSANDGOURMANDSMELLS,spring,moderate,3.92,114,0.41,0.36,0.22
Pres de Toi,popular,CITRUSSMELLS,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,spring,moderate,3.95,102,0.41,0.33,0.26
Rose de Rose,popular,FLOWERS,WOODSANDMOSSES,WHITEFLOWERS,spring,long_lasting,3.96,108,0.38,0.31,0.31
Sur Mon Coeur,popular,WHITEFLOWERS,MUSKAMBERANIMALICSMELLS,SWEETSANDGOURMANDSMELLS,spring,long_lasting,3.97,73,0.44,0.29,0.28
Tubereuse Amour,popular,WHITEFLOWERS,FLOWERS,FLOWERS,fall,long_lasting,3.71,76,0.37,0.33,0.3
Rue de Soleil,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.79,19,0.47,0.29,0.24
Rue Rance Eau de France,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,WHITEFLOWERS,summer,moderate,4.07,151,0.39,0.32,0.3
Rue Rance Eau De La Couronne,popular,FRUITSVEGETABLESANDNUTS,FLOWERS,WHITEFLOWERS,spring,moderate,3.88,145,0.36,0.33,0.31
Rue Rance Eau de Noblesse,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,summer,moderate,3.94,118,0.38,0.36,0.26
Rue Rance Eau Duc De Berry,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,fall,long_lasting,4.09,56,0.37,0.34,0.29
Rue Rance Eau Sublime,popular,CITRUSSMELLS,FLOWERS,GREENSHERBSANDFOUGERES,spring,moderate,3.85,185,0.38,0.34,0.28
Rue Rance Eau Superbe,popular,SPICES,CITRUSSMELLS,MUSKAMBERANIMALICSMELLS,winter,moderate,3.94,49,0.41,0.31,0.28
Rue Rance Reve d'Ete,popular,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,GREENSHERBSANDFOUGERES,summer,moderate,3.87,39,0.4,0.33,0.27
Secrete Euphorie,popular,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,spring,moderate,4.13,38,0.35,0.32,0.32
Oud Glacial,popular,WOODSANDMOSSES,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,summer,long_lasting,3.85,40,0.34,0.34,0.33
Mandarine Fraiche,popular,CITRUSSMELLS,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,4.11,18,0.48,0.26,0.25
Vanille Santal,popular,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,fall,moderate,3.96,146,0.41,0.31,0.28
Dragee,popular,FLOWERS,SWEETSANDGOURMANDSMELLS,SPICES,fall,moderate,4.17,523,0.36,0.34,0.3
Guimauve,popular,SPICES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,fall,moderate,4.11,482,0.37,0.34,0.29
Heliotrope,popular,SPICES,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4.04,406,0.38,0.33,0.29
Patchouli Blanc,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,WOODSANDMOSSES,fall,moderate,4.15,213,0.42,0.3,0.28
Patchouli pour Homme,popular,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,SPICES,fall,moderate,4.2,99,0.38,0.33,0.3
Lady Rem,popular,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,GREENSHERBSANDFOUGERES,fall,moderate,3.85,74,0.36,0.33,0.3
Rem,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,SPICES,summer,long_lasting,3.73,455,0.42,0.33,0.25
Rem Coco,popular,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,summer,moderate,3.74,50,0.38,0.35,0.26
Rem Eau de Parfum,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,FLOWERS,summer,long_lasting,3.84,138,0.38,0.37,0.25
Rem Escale a St. Barth,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,CITRUSSMELLS,WOODSANDMOSSES,summer,moderate,4.14,49,0.38,0.33,0.29
Rem Homme,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,summer,weak,3.91,32,0.39,0.32,0.29
Rem L'Acqua,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,CITRUSSMELLS,summer,moderate,3.88,42,0.42,0.29,0.29
2000 Ans d'Amour,popular,SPICES,CITRUSSMELLS,WOODSANDMOSSES,winter,moderate,4.43,7,0.35,0.33,0.32
Crazy Rem,popular,WOODSANDMOSSES,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,long_lasting,4,63,0.35,0.33,0.31
Do Re,popular,SPICES,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,long_lasting,4.21,197,0.37,0.33,0.3
Eau de Rem,popular,CITRUSSMELLS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,3.6,30,0.38,0.33,0.29
Essence by Reminiscence,popular,WOODSANDMOSSES,SPICES,SPICES,fall,eternal,4.4,182,0.41,0.29,0.29
Etoile de Rem,popular,CITRUSSMELLS,SWEETSANDGOURMANDSMELLS,SPICES,summer,moderate,3.86,81,0.34,0.33,0.33
Jammin Vibration,popular,WOODSANDMOSSES,SPICES,FRUITSVEGETABLESANDNUTS,summer,moderate,3.5,26,0.39,0.33,0.28
L'Incroyable Patchouli,popular,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4.21,38,0.42,0.31,0.27
Mi Fa,popular,SWEETSANDGOURMANDSMELLS,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,long_lasting,4.07,197,0.38,0.32,0.3
Rem & Bow,popular,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,CITRUSSMELLS,summer,moderate,3.74,50,0.36,0.33,0.31
Rem pour Homme,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,SPICES,summer,moderate,3.83,12,0.39,0.32,0.3
Reminiscence Pour Homme,popular,GREENSHERBSANDFOUGERES,SPICES,WOODSANDMOSSES,fall,long_lasting,4.24,41,0.38,0.35,0.27
Sea Rem,popular,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,summer,moderate,3.73,59,0.4,0.36,0.24
Si Do,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,fall,moderate,3.95,77,0.38,0.34,0.28
Sol La,popular,GREENSHERBSANDFOUGERES,CITRUSSMELLS,WOODSANDMOSSES,summer,moderate,3.3,71,0.34,0.34,0.32
Alameda,popular,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,fall,long_lasting,4.21,211,0.34,0.33,0.32
Atomica,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,MUSKAMBERANIMALICSMELLS,winter,weak,3.76,17,0.48,0.27,0.26
Baghari,popular,WHITEFLOWERS,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4.26,62,0.34,0.34,0.32
Baghari 2006,popular,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4.14,838,0.37,0.32,0.31
Bandit,popular,GREENSHERBSANDFOUGERES,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4.01,2262,0.35,0.33,0.32
Bandit Supreme,popular,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,fall,long_lasting,4.26,43,0.36,0.32,0.31
Cravache 2007,popular,GREENSHERBSANDFOUGERES,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,long_lasting,4.13,348,0.39,0.34,0.27
Douglas Hannant,popular,WHITEFLOWERS,FLOWERS,MUSKAMBERANIMALICSMELLS,spring,long_lasting,3.95,412,0.49,0.28,0.23
Fracas,popular,WHITEFLOWERS,FLOWERS,GREENSHERBSANDFOUGERES,fall,long_lasting,4.01,3678,0.45,0.29,0.25
Fracas for Men,popular,CITRUSSMELLS,WOODSANDMOSSES,FLOWERS,winter,moderate,3.57,42,0.36,0.36,0.28
Fracas Platinum 70 Anniversary Limited Edition,popular,WHITEFLOWERS,CITRUSSMELLS,FLOWERS,summer,moderate,4.8,5,0.43,0.32,0.25
Futur,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,WHITEFLOWERS,spring,long_lasting,3.8,416,0.37,0.35,0.28
Knightsbridge,popular,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,fall,long_lasting,4.5,107,0.35,0.32,0.32
L'Entier,popular,WOODSANDMOSSES,SPICES,GREENSHERBSANDFOUGERES,fall,long_lasting,4.03,32,0.36,0.35,0.29
Nuit Velours,popular,SPICES,SWEETSANDGOURMANDSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,long_lasting,4.29,28,0.39,0.33,0.28
Oud Delice,popular,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,WOODSANDMOSSES,winter,long_lasting,4.08,128,0.35,0.32,0.32
Oud Divin,popular,SPICES,WOODSANDMOSSES,WOODSANDMOSSES,winter,long_lasting,4.13,203,0.35,0.32,0.32
Petit Fracas,popular,WHITEFLOWERS,FLOWERS,FRUITSVEGETABLESANDNUTS,spring,long_lasting,4.14,591,0.44,0.31,0.25
Visa 2007,popular,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,fall,long_lasting,4.19,1387,0.35,0.33,0.31
Visa by Robert Piguet Gold Limitied Edition,popular,SWEETSANDGOURMANDSMELLS,CITRUSSMELLS,WOODSANDMOSSES,summer,weak,4.33,3,0.35,0.35,0.3
Bois Bleu,popular,WOODSANDMOSSES,CITRUSSMELLS,SPICES,spring,moderate,3.86,116,0.42,0.3,0.29
Bois Noir,popular,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,long_lasting,4.14,490,0.48,0.29,0.23
Casbah,popular,MUSKAMBERANIMALICSMELLS,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,eternal,4.18,868,0.41,0.3,0.29
Mademoiselle Piguet,popular,WHITEFLOWERS,CITRUSSMELLS,SWEETSANDGOURMANDSMELLS,spring,long_lasting,3.86,435,0.35,0.34,0.3
Notes,popular,GREENSHERBSANDFOUGERES,CITRUSSMELLS,SPICES,spring,long_lasting,3.62,177,0.45,0.28,0.27
Blossom,popular,CITRUSSMELLS,WHITEFLOWERS,MUSKAMBERANIMALICSMELLS,spring,moderate,3.84,128,0.4,0.39,0.21
Chai,popular,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,spring,moderate,3.7,178,0.37,0.35,0.28
Jeunesse,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FLOWERS,summer,moderate,3.64,168,0.42,0.32,0.25
Alchimie,popular,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,SPICES,fall,long_lasting,4.3,1568,0.36,0.36,0.28
Audace,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,moderate,4.39,122,0.37,0.36,0.27
Fleur d'Eau,popular,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,4.13,511,0.41,0.31,0.28
Globe,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,fall,moderate,4.19,195,0.36,0.35,0.29
La Rose,popular,FLOWERS,CITRUSSMELLS,FLOWERS,spring,long_lasting,4.44,9,0.41,0.3,0.29
Lui Rochas,popular,WOODSANDMOSSES,CITRUSSMELLS,MUSKAMBERANIMALICSMELLS,fall,long_lasting,4.39,528,0.4,0.33,0.27
Macassar,popular,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,eternal,4.54,198,0.39,0.33,0.28
Mouche,popular,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,SWEETSANDGOURMANDSMELLS,fall,eternal,4.43,7,0.38,0.32,0.29
Muse de Rochas,popular,GREENSHERBSANDFOUGERES,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,spring,moderate,3.76,388,0.34,0.33,0.33
Mystere,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,fall,eternal,4.49,1100,0.35,0.34,0.3
Poupee,popular,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,FLOWERS,spring,moderate,3.6,344,0.48,0.26,0.26
Rochas Man,popular,SPICES,SPICES,SWEETSANDGOURMANDSMELLS,winter,moderate,4.18,3803,0.37,0.34,0.3
Rochas Soleil,popular,CITRUSSMELLS,SWEETSANDGOURMANDSMELLS,WHITEFLOWERS,summer,moderate,3.86,347,0.35,0.33,0.32
Absolu,popular,MUSKAMBERANIMALICSMELLS,WHITEFLOWERS,SPICES,fall,moderate,4.11,1203,0.45,0.28,0.27
Absolu Intense Simply Red,popular,WHITEFLOWERS,SPICES,MUSKAMBERANIMALICSMELLS,fall,long_lasting,3.85,93,0.36,0.34,0.29
Aquaman,popular,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,summer,moderate,4.24,251,0.42,0.35,0.23
Aquawoman,popular,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,CITRUSSMELLS,summer,long_lasting,4.25,979,0.41,0.33,0.26
Byzance,popular,SPICES,WHITEFLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,long_lasting,4.25,1652,0.37,0.32,0.31
Byzance (2019),popular,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,fall,moderate,3.84,601,0.4,0.35,0.25
Byzance EDT 2017 Edition,popular,SPICES,WHITEFLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,moderate,4.21,94,0.36,0.32,0.32
Desir Pour Homme,popular,WOODSANDMOSSES,CITRUSSMELLS,SPICES,fall,moderate,4.19,204,0.35,0.33,0.32
